face-count,1457845656938,bob,1,112,112,192,59
face-count,1457845657443,bob,1,94,94,144,93
face-count,1457845657965,bob,1,84,84,132,112
face-count,1457845658481,bob,1,89,89,135,112
face-count,1457845658991,bob,1,97,97,139,110
face-count,1457845659507,bob,1,98,98,142,109
face-count,1457845660029,bob,1,97,97,155,109
face-count,1457845660543,bob,1,98,98,153,108
face-count,1457845661073,bob,1,96,96,154,109
face-count,1457845661579,bob,1,96,96,153,110
face-count,1457845662091,bob,1,94,94,155,104
face-count,1457845662613,bob,1,93,93,157,106
face-count,1457845663126,bob,1,96,96,157,103
face-count,1457845663667,bob,1,95,95,158,103
face-count,1457845664140,bob,1,93,93,159,105
face-count,1457845664705,bob,1,100,100,151,100
face-count,1457845665199,bob,1,92,92,150,112
face-count,1457845665757,bob,1,90,90,158,108
face-count,1457845666262,bob,1,97,97,156,102
face-count,1457845666769,bob,2,93,93,168,107,50,50,144,160
face-count,1457845667269,bob,2,105,105,161,101,44,44,119,132
face-count,1457845667767,bob,1,99,99,164,105
face-count,1457845668282,bob,1,106,106,167,109
face-count,1457845668794,bob,1,104,104,169,109
face-count,1457845669311,bob,1,107,107,156,104
face-count,1457845669833,bob,1,100,100,150,101
face-count,1457845670344,bob,1,98,98,161,101
face-count,1457845670945,bob,1,103,103,155,102
face-count,1457845671467,bob,1,97,97,149,107
face-count,1457845671974,bob,1,99,99,151,106
face-count,1457845672489,bob,1,100,100,148,108
face-count,1457845673005,bob,1,102,102,147,109
face-count,1457845673532,bob,1,96,96,150,112
face-count,1457845674027,bob,1,95,95,149,113
face-count,1457845674541,bob,1,99,99,149,111
face-count,1457845675055,bob,1,101,101,150,109
face-count,1457845675577,bob,1,92,92,155,111
face-count,1457845676090,bob,1,94,94,154,109
face-count,1457845676619,bob,1,101,101,152,107
face-count,1457845677120,bob,1,98,98,154,109
face-count,1457845677657,bob,1,98,98,155,109
face-count,1457845678163,bob,1,98,98,154,110
face-count,1457845678718,bob,1,110,110,148,102
face-count,1457845679512,bob,1,100,100,154,105
face-count,1457845680028,bob,1,100,100,152,106
face-count,1457845680548,bob,1,100,100,152,107
face-count,1457845681066,bob,1,100,100,154,107
face-count,1457845681587,bob,1,100,100,156,107
face-count,1457845682096,bob,1,101,101,153,108
face-count,1457845682630,bob,1,102,102,151,106
face-count,1457845683126,bob,1,98,98,152,108
face-count,1457845683667,bob,1,102,102,151,105
face-count,1457845684143,bob,1,100,100,156,104
face-count,1457845684699,bob,1,109,109,153,103
face-count,1457845685204,bob,1,109,109,154,104
face-count,1457845685776,bob,3,105,105,156,104,69,69,125,143,47,47,169,190
face-count,1457845686279,bob,2,108,108,153,104,52,52,18,132
face-count,1457845686788,bob,3,108,108,162,103,55,55,134,151,50,50,26,127
face-count,1457845687345,bob,3,112,112,169,101,57,57,45,148,52,52,172,185
face-count,1457845687798,bob,2,109,109,162,101,39,39,114,128
face-count,1457845688293,bob,1,109,109,155,104
face-count,1457845688803,bob,1,105,105,151,105
face-count,1457845689314,bob,1,102,102,153,106
face-count,1457845689840,bob,1,103,103,152,106
face-count,1457845690341,bob,1,104,104,151,105
face-count,1457845690865,bob,1,99,99,152,105
face-count,1457845691378,bob,1,103,103,150,104
