face-count,1457845714659,erin,1,87,87,170,110
face-count,1457845715057,erin,1,82,82,167,114
face-count,1457845715625,erin,1,80,80,163,115
face-count,1457845716088,erin,1,83,83,156,115
face-count,1457845716567,erin,1,78,78,155,118
face-count,1457845717075,erin,1,77,77,152,121
face-count,1457845717596,erin,1,80,80,149,120
face-count,1457845718126,erin,1,78,78,151,121
face-count,1457845718651,erin,1,79,79,151,121
face-count,1457845719146,erin,1,78,78,152,121
face-count,1457845719680,erin,1,80,80,151,121
face-count,1457845720214,erin,1,79,79,151,122
face-count,1457845720873,erin,3,101,101,141,110,62,62,163,130,43,43,85,133
face-count,1457845721309,erin,2,82,82,151,120,52,52,90,145
face-count,1457845721864,erin,3,77,77,158,122,52,52,75,130,43,43,208,163
face-count,1457845722357,erin,2,85,85,155,118,46,46,66,120
face-count,1457845722807,erin,2,86,86,154,117,43,43,50,125
face-count,1457845723325,erin,1,82,82,156,119
face-count,1457845723950,erin,1,86,86,154,117
face-count,1457845724381,erin,1,82,82,157,119
face-count,1457845724948,erin,1,83,83,156,117
face-count,1457845725446,erin,1,80,80,158,114
face-count,1457845725853,erin,1,85,85,168,112
face-count,1457845726472,erin,1,84,84,152,113
face-count,1457845726888,erin,1,82,82,164,117
face-count,1457845727403,erin,1,81,81,161,115
face-count,1457845727940,erin,1,80,80,162,115
face-count,1457845728437,erin,1,79,79,162,115
face-count,1457845728963,erin,1,82,82,161,114
face-count,1457845729489,erin,1,80,80,161,117
face-count,1457845729983,erin,1,80,80,161,117
face-count,1457845730715,erin,1,79,79,162,119
face-count,1457845731052,erin,1,81,81,161,119
face-count,1457845731570,erin,1,80,80,162,119
face-count,1457845732108,erin,2,79,79,163,119,62,62,3,105
face-count,1457845732595,erin,2,88,88,157,127,55,55,2,120
face-count,1457845733573,erin,2,84,84,159,119,47,47,0,134
face-count,1457845733686,erin,1,82,82,160,120
face-count,1457845734152,erin,2,80,80,156,124,47,47,2,146
face-count,1457845734705,erin,2,101,101,129,129,44,44,1,147
face-count,1457845735168,erin,1,87,87,143,117
face-count,1457845735889,erin,2,89,89,160,107,47,47,137,154
face-count,1457845736184,erin,1,86,86,161,113
face-count,1457845736693,erin,1,86,86,155,115
face-count,1457845737373,erin,2,90,90,154,110,69,69,74,54
face-count,1457845737934,erin,1,83,83,155,115
face-count,1457845738538,erin,1,85,85,158,117
face-count,1457845738959,erin,3,84,84,159,117,43,43,25,38,43,43,0,153
face-count,1457845739321,erin,2,86,86,158,117,40,40,39,43
face-count,1457845739956,erin,1,87,87,160,120
face-count,1457845740312,erin,2,85,85,159,118,42,42,17,37
face-count,1457845740831,erin,1,85,85,160,116
face-count,1457845741370,erin,1,87,87,159,116
face-count,1457845741876,erin,1,85,85,159,116
face-count,1457845742388,erin,1,87,87,158,116
face-count,1457845742976,erin,1,94,94,155,113
face-count,1457845743436,erin,1,87,87,158,116
face-count,1457845743936,erin,1,86,86,158,116
face-count,1457845744431,erin,1,109,109,149,103
face-count,1457845744958,erin,1,143,143,124,59
face-count,1457845745462,erin,1,91,91,173,89
face-count,1457845746009,erin,1,101,101,154,99
face-count,1457845746518,erin,1,105,105,151,104
face-count,1457845747159,erin,1,101,101,151,104
face-count,1457845747521,erin,1,104,104,150,105
face-count,1457845748135,erin,1,106,106,151,107
face-count,1457845748670,erin,1,109,109,149,106
face-count,1457845749180,erin,1,109,109,149,106
face-count,1457845749807,erin,1,105,105,152,107
face-count,1457845750176,erin,1,104,104,153,109
face-count,1457845750728,erin,1,104,104,151,110
face-count,1457845751313,erin,1,108,108,150,109
face-count,1457845751854,erin,1,113,113,146,106
face-count,1457845752316,erin,1,102,102,151,110
face-count,1457845752877,erin,2,107,107,146,108,43,43,117,149
face-count,1457845753363,erin,2,105,105,149,108,64,64,134,172
face-count,1457845753765,erin,1,105,105,148,109
face-count,1457845754422,erin,1,104,104,149,109
face-count,1457845754855,erin,2,108,108,146,108,48,48,115,144
face-count,1457845755354,erin,1,106,106,149,108
face-count,1457845755876,erin,2,112,112,145,106,46,46,109,125
face-count,1457845756466,erin,1,105,105,148,108
face-count,1457845757323,erin,2,108,108,147,108,69,69,121,144
face-count,1457845757558,erin,1,105,105,149,110
face-count,1457845757854,erin,2,106,106,148,109,44,44,232,32
face-count,1457845759086,erin,1,104,104,149,110
face-count,1457845760322,erin,2,104,104,150,110,43,43,107,127
face-count,1457845761353,erin,1,105,105,150,109
face-count,1457845761643,erin,1,104,104,151,109
face-count,1457845762729,erin,1,106,106,149,108
face-count,1457845762772,erin,1,114,114,145,105
face-count,1457845762862,erin,1,104,104,149,109
face-count,1457845763379,erin,3,109,109,150,109,57,57,97,118,52,52,125,151
face-count,1457845763414,erin,1,110,110,152,107
face-count,1457845763441,erin,2,100,100,146,103,47,47,49,35
face-count,1457845763697,erin,1,97,97,146,105
face-count,1457845764121,erin,1,108,108,142,102
face-count,1457845764738,erin,1,106,106,153,108
face-count,1457845765079,erin,1,107,107,152,108
face-count,1457845765596,erin,1,106,106,149,109
face-count,1457845766103,erin,1,105,105,151,110
face-count,1457845766829,erin,1,106,106,154,111
face-count,1457845767510,erin,1,105,105,154,111
face-count,1457845768030,erin,1,104,104,151,110
face-count,1457845768659,erin,1,104,104,150,111
face-count,1457845769408,erin,1,104,104,149,111
face-count,1457845769411,erin,1,104,104,150,112
face-count,1457845769876,erin,1,105,105,150,111
face-count,1457845770372,erin,2,111,111,147,108,92,92,118,85
face-count,1457845770918,erin,2,99,99,154,112,76,76,124,94
face-count,1457845771447,erin,1,106,106,151,109
face-count,1457845771820,erin,1,105,105,153,110
face-count,1457845772324,erin,1,104,104,153,110
face-count,1457845772978,erin,1,108,108,150,108
face-count,1457845773338,erin,1,104,104,151,109
face-count,1457845773831,erin,1,105,105,151,110
face-count,1457845774351,erin,1,106,106,151,110
face-count,1457845774871,erin,1,106,106,152,109
face-count,1457845775395,erin,1,104,104,152,110
face-count,1457845775920,erin,1,104,104,151,110
face-count,1457845776504,erin,1,108,108,150,108
face-count,1457845776963,erin,1,104,104,152,110
face-count,1457845777595,erin,1,103,103,154,110
face-count,1457845777998,erin,2,104,104,152,109,44,44,40,56
face-count,1457845778547,erin,1,103,103,152,110
face-count,1457845779013,erin,1,106,106,152,108
